Iata,Icao,Region,Municipality,Name,IsHub,Latitude,Longitude,Elevation,Type,RunwayLength,RunwayCount,Slots,Passengers,WikiURL,Spalte1,Spalte2,Spalte3,Spalte4
MHK,KMHK,US-KS,Manhattan,Manhattan Regional Airport,0,39.14099884,-96.67079926,1057,M,7000,2,12,2145,http://en.wikipedia.org/wiki/Manhattan_Regional_Airport,,,,
MHQ,EFMA,FI-AL,,Mariehamn Airport,0,60.12220001,19.89819908,17,M,6243,1,8,2020,http://en.wikipedia.org/wiki/Mariehamn_Airport,,,,
MID,MMMD,MX-YUC,M??rida,Licenciado Manuel Crescencio Rejon Int Airport,0,20.93700027,-89.65769959,38,M,10499,2,14,2395,http://en.wikipedia.org/wiki/Manuel_Crescencio_Rej%C3%B3n_International_Airport,,,,
MIG,ZUMY,CN-51,Mianyang,Mianyang Airport,0,31.42810059,104.7409973,0,M,3100,1,5,4160,http://en.wikipedia.org/wiki/Mianyang_Airport,,,,
MII,SBML,BR-SP,Mar?¡lia,Frank Miloye Milenkowichi?ÇôMar?¡lia State Airport,0,-22.19689941,-49.92639923,2122,M,4921,1,6,2166,http://en.wikipedia.org/wiki/Mar%C3%ADlia_Airport,,,,
MIM,YMER,AU-NSW,Merimbula,Merimbula Airport,0,-36.90859985,149.901001,7,M,1602,1,5,6163,http://en.wikipedia.org/wiki/Merimbula_Airport,,,,
MIR,DTMB,TN-52,Monastir,Monastir Habib Bourguiba International Airport,0,35.7580986,10.75469971,9,M,9678,1,11,2062,http://en.wikipedia.org/wiki/Habib_Bourguiba_International_Airport,,,,
MIU,DNMA,NG-BO,Maiduguri,Maiduguri International Airport,0,11.85529995,13.08090019,1099,M,9846,1,10,1729,http://en.wikipedia.org/wiki/Maiduguri_International_Airport,,,,
MJD,OPMJ,PK-SD,Moenjodaro,Moenjodaro Airport,0,27.33519936,68.14309692,154,M,6512,1,8,2333,http://en.wikipedia.org/wiki/Moenjodaro_Airport,,,,
MJF,ENMS,NO-18,,Mosj??en Airport (Kj?ªrstad),0,65.78399658,13.21490002,237,M,3015,1,5,1729,http://en.wikipedia.org/wiki/Mosj%C3%B8en_Airport%2C_Kj%C3%A6rstad,,,,
MJI,HLLM,LY-TB,Tripoli,Mitiga Airport,0,32.89410019,13.27600002,36,M,11076,2,14,1958,http://en.wikipedia.org/wiki/Mitiga_Airport,,,,
MJK,YSHK,AU-WA,Denham,Shark Bay Airport,0,-25.89389992,113.5770035,111,M,1690,1,5,9097,http://en.wikipedia.org/wiki/Shark_Bay_Airport,,,,
MJL,FOGM,GA-4,Mouila,Mouilla Ville Airport,0,-1.84513998,11.05669975,295,M,5891,1,7,1937,http://en.wikipedia.org/wiki/Mouila_Airport,,,,
MJM,FZWA,CD-KE,Mbuji Mayi,Mbuji Mayi Airport,0,-6.121240139,23.56900024,2221,M,6558,1,8,1916,http://en.wikipedia.org/wiki/Mbuji_Mayi_Airport,,,,
MJN,FMNM,MG-M,,Amborovy Airport,0,-15.66684174,46.35123253,87,M,7218,1,9,2312,http://en.wikipedia.org/wiki/Amborovy_Airport,,,,
MJT,LGMT,GR-83,Mytilene,Mytilene International Airport,0,39.05670166,26.59830093,60,M,7894,1,9,2166,http://en.wikipedia.org/wiki/Mytilene_International_Airport,,,,
MJV,LELC,ES-MU,San Javier,San Javier Airport,0,37.77500153,-0.812389016,11,M,7546,3,14,2354,http://en.wikipedia.org/wiki/Murcia-San_Javier_Airport,,,,
MJZ,UERR,RU-SA,Mirny,Mirny Airport,0,62.53469849,114.0390015,1156,M,2800,1,5,9314,http://en.wikipedia.org/wiki/Mirny_Airport,,,,
MKK,PHMK,US-HI,Kaunakakai,Molokai Airport,0,21.1529007,-157.095993,454,M,4494,2,10,2395,http://en.wikipedia.org/wiki/Molokai_Airport,,,,
MKL,KMKL,US-TN,Jackson,Mc Kellar Sipes Regional Airport,0,35.59989929,-88.91560364,434,M,6006,2,12,1833,http://en.wikipedia.org/wiki/McKellar-Sipes_Regional_Airport,,,,
MKP,NTGM,PF-U-A,,Makemo Airport,0,-16.58390045,-143.6580048,3,M,4920,1,6,1937,http://en.wikipedia.org/wiki/Makemo_Airport,,,,
MKR,YMEK,AU-WA,,Meekatharra Airport,0,-26.61170006,118.5479965,1713,M,2181,2,5,5309,http://en.wikipedia.org/wiki/Meekatharra_Airport,,,,
MKU,FOOK,GA-6,Makokou,Makokou Airport,0,0.579210997,12.89089966,1726,M,5892,1,7,2208,http://en.wikipedia.org/wiki/Makokou_Airport,,,,
MKY,YBMK,AU-QLD,Mackay,Mackay Airport,0,-21.17169952,149.1799927,19,M,1981,2,5,7019,http://en.wikipedia.org/wiki/Mackay_Airport,,,,
MLB,KMLB,US-FL,Melbourne,Melbourne International Airport,0,28.10280037,-80.64530182,33,M,10181,3,18,2291,http://en.wikipedia.org/wiki/Melbourne_International_Airport,,,,
MLL,PADM,US-AK,Marshall,Marshall Don Hunter Sr Airport,0,61.86429977,-162.026001,103,M,3201,1,5,1750,http://en.wikipedia.org/wiki/Marshall_Don_Hunter_Sr._Airport,,,,
MLM,MMMM,MX-MIC,Morelia,General Francisco J. Mujica International Airport,0,19.84989929,-101.0250015,6033,M,11155,1,12,1687,http://en.wikipedia.org/wiki/General_Francisco_J._Mujica_International_Airport,,,,
MLN,GEML,ES-ML,Melilla,Melilla Airport,0,35.27980042,-2.956259966,156,M,4685,1,6,2375,http://en.wikipedia.org/wiki/Melilla_Airport,,,,
MLS,KMLS,US-MT,Miles City,Frank Wiley Field,0,46.4280014,-105.8860016,2630,M,5680,2,10,2291,http://en.wikipedia.org/wiki/Miles_City_Municipal_Airport,,,,
MLW,GLMR,LR-MO,Monrovia,Spriggs Payne Airport,0,6.289060116,-10.75870037,25,M,6000,1,8,1979,http://en.wikipedia.org/wiki/Spriggs_Payne_Airport,,,,
MLX,LTAT,TR-44,Malatya,Malatya Erha?º Airport,0,38.43529892,38.0909996,2828,M,10990,1,12,2041,http://en.wikipedia.org/wiki/Erha%C3%A7_Airport,,,,
MMB,RJCM,JP-01,?îzora,Memanbetsu Airport,0,43.88059998,144.1640015,135,M,8202,1,9,2166,http://en.wikipedia.org/wiki/Memanbetsu_Airport,,,,
MMD,ROMD,JP-47,Minamidait?ì,Minami-Daito Airport,0,25.8465004,131.2630005,167,M,4921,1,6,1666,http://en.wikipedia.org/wiki/Minami-Daito_Airport#Airlines,,,,
MME,EGNV,GB-ENG,Durham,Durham Tees Valley Airport,0,54.50920105,-1.429409981,120,M,7516,1,9,2000,http://en.wikipedia.org/wiki/Durham_Tees_Valley_Airport,,,,
MMG,YMOG,AU-WA,,Mount Magnet Airport,0,-28.11610031,117.8420029,1354,M,1800,2,5,7939,http://en.wikipedia.org/wiki/Mount_Magnet_Airport,,,,
MMJ,RJAF,JP-20,Matsumoto,Matsumoto Airport,0,36.16680145,137.9230042,2182,M,6560,1,8,2020,http://en.wikipedia.org/wiki/Matsumoto_Airport,,,,
MMK,ULMM,RU-MUR,Murmansk,Murmansk Airport,0,68.78170013,32.75080109,266,M,2500,1,5,6877,http://en.wikipedia.org/wiki/Murmansk_Airport,,,,
MMO,GVMA,CV-S,Vila do Maio,Maio Airport,0,15.1559,-23.21369934,36,M,3924,2,8,1895,http://en.wikipedia.org/wiki/Maio_Airport,,,,
MMY,ROMY,JP-47,Miyako City,Miyako Airport,0,24.78280067,125.2949982,150,M,6560,1,8,2000,http://en.wikipedia.org/wiki/Miyako_Airport,,,,
MNJ,FMSM,MG-F,,Mananjary Airport,0,-21.20179939,48.35829926,20,M,4921,1,7,1875,http://en.wikipedia.org/wiki/Mananjary_Airport,,,,
MNX,SBMY,BR-AM,Manicor??,Manicor?? Airport,0,-5.81137991,-61.27830124,174,M,4199,1,6,1750,https://en.wikipedia.org/wiki/Manicor%C3%A9_Airport,,,,
MOC,SBMK,BR-MG,Montes Claros,M?írio Ribeiro Airport,0,-16.70689964,-43.81890106,2191,M,6890,1,8,2333,http://en.wikipedia.org/wiki/Montes_Claros_Airport,,,,
MOD,KMOD,US-CA,Modesto,Modesto City Co-Harry Sham Field,0,37.62580109,-120.9540024,97,M,5911,2,12,1750,http://en.wikipedia.org/wiki/Modesto_City-County_Airport,,,,
MOL,ENML,NO-15,?àr??,Molde Airport,0,62.74470139,7.262499809,10,M,6922,1,8,2333,http://en.wikipedia.org/wiki/Molde_Airport%2C_%C3%85r%C3%B8,,,,
MOQ,FMMV,MG-U,,Morondava Airport,0,-20.28470039,44.31760025,30,M,4921,2,9,1750,http://en.wikipedia.org/wiki/Morondava_Airport,,,,
MOT,KMOT,US-ND,Minot,Minot International Airport,0,48.25939941,-101.2799988,1716,M,7700,2,13,2125,http://en.wikipedia.org/wiki/Minot_International_Airport,,,,
MOZ,NTTM,PF-U-A,,Moorea Airport,0,-17.48999977,-149.7619934,9,M,3871,1,6,1729,http://en.wikipedia.org/wiki/Moorea_T%C3%A9ma%C3%A9_Airport,,,,
MPH,RPVE,PH-AKL,Malay,Godofredo P. Ramos Airport,0,11.9245,121.954002,7,M,5905,1,7,2270,http://en.wikipedia.org/wiki/Godofredo_P._Ramos_Airport,,,,
MPL,LFMT,FR-K,Montpellier/M??diterran??e,Montpellier-M??diterran??e Airport,0,43.57619858,3.963010073,17,M,8530,2,13,2425,http://en.wikipedia.org/wiki/Montpellier_-_M%C3%A9diterran%C3%A9e_Airport,,,,
MPM,FQMA,MZ-MPM,Maputo,Maputo Airport,0,-25.92079926,32.57260132,145,M,12008,2,16,2166,http://en.wikipedia.org/wiki/Maputo_International_Airport,,,,
MPN,EGYP,FK-U-A,Mount Pleasant,Mount Pleasant Airport,0,-51.82279968,-58.44720078,244,M,8497,2,13,1812,http://en.wikipedia.org/wiki/RAF_Mount_Pleasant,,,,
MQF,USCM,RU-BA,Magnitogorsk,Magnitogorsk International Airport,0,53.39310074,58.75569916,1430,M,3250,1,5,4452,http://en.wikipedia.org/wiki/Magnitogorsk_International_Airport,,,,
MQL,YMIA,AU-VIC,Mildura,Mildura Airport,0,-34.22919846,142.0859985,167,M,1830,2,5,5122,http://en.wikipedia.org/wiki/Mildura_Airport,,,,
MQM,LTCR,TR-47,Mardin,Mardin Airport,0,37.22330093,40.63169861,1729,M,8204,1,9,1666,http://en.wikipedia.org/wiki/Mardin_Airport,,,,
MQP,FAKN,ZA-MP,Mpumalanga,Kruger Mpumalanga International Airport,0,-25.38319969,31.10560036,2829,M,10171,1,11,1770,http://en.wikipedia.org/wiki/Kruger_Mpumalanga_International_Airport,,,,
MQQ,FTTD,TD-LO,,Moundou Airport,0,8.624409676,16.07139969,1407,M,5906,1,7,1937,http://en.wikipedia.org/wiki/Moundou_Airport,,,,
MRE,HKMS,KE-700,Masai Mara,Mara Serena Lodge Airstrip,0,-1.406111,35.008057,5200,M,3450,0,2,2166,http://en.wikipedia.org/wiki/Mara_Serena_Airport,,,,
MRU,FIMP,MU-GP,Port Louis,Sir Seewoosagur Ramgoolam International Airport,0,-20.43020058,57.68360138,186,M,11056,1,12,3416,http://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport,,,,
MRV,URMM,RU-STA,Mineralnye,Mineralnye Vody Airport,0,44.225,43.081944,221,M,3900,1,7,10038,http://en.wikipedia.org/wiki/Mineralnye_Vody_Airport,,,,
MRX,OIAM,IR-10,,Mahshahr Airport,0,30.55620003,49.15190125,8,M,8874,1,10,1854,http://en.wikipedia.org/wiki/Mahshahr_Airport,,,,
MRY,KMRY,US-CA,Monterey,Monterey Peninsula Airport,0,36.5870018,-121.8430023,257,M,7616,2,13,2333,http://en.wikipedia.org/wiki/Monterey_Peninsula_Airport,,,,
MRZ,YMOR,AU-NSW,Moree,Moree Airport,0,-29.49889946,149.8450012,701,M,1613,2,5,2666,http://en.wikipedia.org/wiki/Moree_Airport,,,,
MSA,CZMD,CA-ON,Muskrat Dam,Muskrat Dam Airport,0,53.44139862,-91.76280212,911,M,3500,1,5,1979,http://en.wikipedia.org/wiki/Muskrat_Dam_Airport,,,,
MSJ,RJSM,JP-02,Misawa,Misawa Air Base,0,40.70320129,141.3679962,119,M,10000,1,13,1895,http://en.wikipedia.org/wiki/Misawa_Air_Base,,,,
MSL,KMSL,US-AL,Muscle Shoals,Northwest Alabama Regional Airport,0,34.74530029,-87.61019897,551,M,6693,2,11,1770,http://en.wikipedia.org/wiki/Northwest_Alabama_Regional_Airport,,,,
MSO,KMSO,US-MT,Missoula,Missoula International Airport,0,46.91630173,-114.0910034,3206,M,9501,2,14,2375,http://en.wikipedia.org/wiki/Missoula_International_Airport,,,,
MSR,LTCK,TR-49,Mu?,Mu? Airport,0,38.74779892,41.66120148,4157,M,11649,1,12,1937,http://en.wikipedia.org/wiki/Mu%C5%9F_Airport,,,,
MSS,KMSS,US-NY,Massena,Massena International Richards Field,0,44.93579865,-74.84559631,215,M,4998,2,10,2000,http://en.wikipedia.org/wiki/Massena_International_Airport,,,,
MST,EHBK,NL-LI,Maastricht,Maastricht Aachen Airport,0,50.9117012,5.770140171,375,L,8202,1,10,3583,http://en.wikipedia.org/wiki/Maastricht_Aachen_Airport,,,,
MSU,FXMM,LS-A,Maseru,Moshoeshoe I International Airport,0,-29.46229935,27.55249977,5348,M,10498,2,14,1895,http://en.wikipedia.org/wiki/Moshoeshoe_I_International_Airport,,,,
MSW,HHMS,ER-SK,Massawa,Massawa International Airport,0,15.67000008,39.37009811,194,M,11384,1,12,2020,http://en.wikipedia.org/wiki/Massawa_International_Airport,,,,
MSZ,FNMO,AO-NAM,Namibe,Namibe Airport,0,-15.26119995,12.14680004,210,M,8202,1,9,2000,http://en.wikipedia.org/wiki/Namibe_Airport,,,,
MTR,SKMR,CO-COR,Monter?¡a,Los Garzones Airport,0,8.82374,-75.8258,36,M,6285,1,8,2208,http://en.wikipedia.org/wiki/Los_Garzones_Airport,,,,
MTS,FDMS,SZ-MA,Manzini,Matsapha Airport,0,-26.52899933,31.30750084,2075,M,8530,1,10,1812,http://en.wikipedia.org/wiki/Matsapha_Airport,,,,
MTT,MMMT,MX-VER,Minatitl?ín,Minatitl?ín/Coatzacoalcos National Airport,0,18.10339928,-94.58070374,36,M,6890,1,8,2229,http://en.wikipedia.org/wiki/Minatitl%C3%A1n/Coatzacoalcos_National_Airport,,,,
MUA,AGGM,SB-WE,,Munda Airport,0,-8.327969551,157.2630005,10,M,4593,1,6,1895,http://en.wikipedia.org/wiki/Munda_Airport,,,,
MUB,FBMN,BW-NW,Maun,Maun Airport,0,-19.97260094,23.43110085,3093,M,6562,1,8,1958,http://en.wikipedia.org/wiki/Maun_Airport,,,,
MUE,PHMU,US-HI,Kamuela,Waimea Kohala Airport,0,20.00130081,-155.6679993,2671,M,5197,1,7,2375,http://en.wikipedia.org/wiki/Waimea-Kohala_Airport,,,,
MUX,OPMT,PK-PB,Multan,Multan International Airport,0,30.20319939,71.4190979,403,M,9046,1,10,2229,http://en.wikipedia.org/wiki/Multan_International_Airport,,,,
MVB,FOON,GA-2,Franceville,M'Vengue El Hadj Omar Bongo Ondimba International Airport,0,-1.656159997,13.43799973,1450,M,10105,1,11,1729,http://en.wikipedia.org/wiki/M'Vengue_El_Hadj_Omar_Bongo_Ondimba_International_Airport,,,,
MVP,SKMU,CO-VAU,Mit??,Fabio Alberto Leon Bentley Airport,0,1.25366,-70.2339,680,M,5889,1,7,2104,http://en.wikipedia.org/wiki/Fabio_Alberto_Le%C3%B3n_Bentley_Airport,,,,
MVR,FKKL,CM-EN,Maroua,Salak Airport,0,10.4513998,14.25739956,1390,M,6890,1,8,1750,http://en.wikipedia.org/wiki/Salak_Airport,,,,
MVT,NTGV,PF-U-A,,Mataiva Airport,0,-14.86810017,-148.7169952,11,M,3937,1,6,1979,http://en.wikipedia.org/wiki/Mataiva_Airport,,,,
MWX,RKJB,KR-46,Piseo-ri (Muan),Muan International Airport,0,34.991406,126.382814,35,L,9186,1,10,3625,http://en.wikipedia.org/wiki/Muan_International_Airport,,,,
MWZ,HTMW,TZ-18,Mwanza,Mwanza Airport,0,-2.444489956,32.93270111,3763,M,10212,1,11,1979,http://en.wikipedia.org/wiki/Mwanza_Airport,,,,
MXL,MMML,MX-BCN,Mexicali,General Rodolfo S?ínchez Taboada International Airport,0,32.6306,-115.241997,74,M,8530,1,10,2166,http://en.wikipedia.org/wiki/General_Rodolfo_S%C3%A1nchez_Taboada_International_Airport,,,,
MXM,FMSR,MG-U,,Morombe Airport,0,-21.75390053,43.37549973,16,M,4265,1,6,2166,http://en.wikipedia.org/wiki/Morombe_Airport,,,,
MXX,ESKM,SE-W,,Mora Airport,0,60.957901,14.51140022,634,M,5951,1,7,1895,http://en.wikipedia.org/wiki/Mora-Siljan_Airport,,,,
MXZ,ZGMX,CN-44,Meixian,Meixian Airport,0,24.35000038,116.1330032,0,M,3400,1,5,3134,http://en.wikipedia.org/wiki/Meixian_Airport,,,,
MYD,HKML,KE-300,Malindi,Malindi Airport,0,-3.229310036,40.10169983,80,M,4600,2,8,2104,http://en.wikipedia.org/wiki/Malindi_Airport,,,,
MYE,RJTQ,JP-13,Miyakejima,Miyakejima Airport,0,34.07360077,139.5599976,67,M,4350,1,6,2395,http://en.wikipedia.org/wiki/Miyakejima_Airport,,,,
MYG,MYMM,BS-MG,Abrahams Bay,Mayaguana Airport,0,22.379499,-73.013494,11,M,7297,1,8,2041,http://en.wikipedia.org/wiki/Mayaguana_Airport,,,,
MYI,YMAE,AU-QLD,Murray Island,Murray Island Airport,0,-9.916669846,144.0549927,300,M,2800,1,5,6975,http://en.wikipedia.org/wiki/Murray_Island_Airport,,,,
MYJ,RJOM,JP-38,Matsuyama,Matsuyama Airport,0,33.82720184,132.6999969,25,M,8200,1,10,2083,http://en.wikipedia.org/wiki/Matsuyama_Airport,,,,
MYR,KMYR,US-SC,Myrtle Beach,Myrtle Beach International Airport,0,33.67969894,-78.92829895,25,M,9503,1,12,4072,http://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport,,,,
MYW,HTMT,TZ-17,Mtwara,Mtwara Airport,0,-10.33909988,40.18180084,371,M,7410,2,11,1812,http://en.wikipedia.org/wiki/Mtwara_Airport,,,,
MZG,RCQC,TW-PEN,Makung City,Makung Airport,0,23.56870079,119.6279984,103,M,9843,1,11,1687,http://en.wikipedia.org/wiki/Makung_Airport,,,,
MZI,GAMB,ML-5,,Mopti Airport,0,14.51280022,-4.079559803,906,M,8340,1,9,1833,http://en.wikipedia.org/wiki/Mopti_Airport,,,,
MZL,SKMZ,CO-CAL,Manizales,La Nubia Airport,0,5.0296,-75.4647,6871,M,4835,2,9,1666,http://en.wikipedia.org/wiki/La_Nubia_Airport,,,,
MZO,MUMZ,CU-12,Manzanillo,Sierra Maestra Airport,0,20.28809929,-77.08920288,112,M,7875,1,9,2312,http://en.wikipedia.org/wiki/Sierra_Maestra_Airport,,,,
MZR,OAMS,AF-BAL,,Mazar I Sharif Airport,0,36.70690155,67.20970154,1284,M,10437,2,14,2187,http://en.wikipedia.org/wiki/Mazari_Sharif_Airport,,,,
MZT,MMMZ,MX-SIN,Mazatl?ín,General Rafael Buelna International Airport,0,23.16139984,-106.2659988,38,M,8858,1,10,1750,http://en.wikipedia.org/wiki/General_Rafael_Buelna_International_Airport,,,,
NAL,URMN,RU-KB,Nalchik,Nalchik Airport,0,43.51290131,43.63660049,1461,M,2200,1,5,6765,http://en.wikipedia.org/wiki/Nalchik_Airport,,,,
NAN,NFFN,FJ-W,Nadi,Nadi International Airport,0,-17.7553997,177.4429932,59,M,10739,2,15,4792,http://en.wikipedia.org/wiki/Nadi_International_Airport,,,,
NAO,ZUNC,CN-51,Nanchong,Nanchong Airport,0,30.79545,106.1626,0,M,3000,1,5,5021,http://en.wikipedia.org/wiki/Nanchong_Airport,,,,
NAP,LIRN,IT-72,N?ípoli,Naples International Airport,0,40.886002,14.2908,294,L,8622,1,11,17445,http://en.wikipedia.org/wiki/Naples_International_Airport,,,,
NAT,SBSG,BR-RN,Natal,Governador Alu?¡zio Alves International Airport,0,-5.768056,-35.376111,272,L,9843,1,11,3583,http://en.wikipedia.org/wiki/Greater_Natal_International_Airport,,,,
NBC,UWKE,RU-TA,Nizhnekamsk,Begishevo Airport,0,55.56470108,52.09249878,643,M,2506,2,5,6196,http://en.wikipedia.org/wiki/Begishevo_Airport,,,,
NBO,HKJK,KE-110,Nairobi,Jomo Kenyatta International Airport,0,-1.319239974,36.92779922,5330,L,13507,1,14,23833,http://en.wikipedia.org/wiki/Jomo_Kenyatta_International_Airport,,,,
NBS,ZYBS,CN-22,Baishan,Changbaishan Airport,0,42.066944,127.602222,2874,M,2900,1,5,8994,http://en.wikipedia.org/wiki/Changbaishan_Airport,,,,
NCA,MBNC,TC-NC,,North Caicos Airport,0,21.91749954,-71.93959808,10,M,4245,1,6,2395,0,,,,
NCL,EGNT,GB-ENG,Newcastle,Newcastle Airport,0,55.03749847,-1.691669941,266,L,7642,1,10,18550,http://en.wikipedia.org/wiki/Newcastle_Airport,,,,
NCY,LFLP,FR-V,Annecy/Meythet,Annecy-Haute-Savoie-Mont Blanc Airport,0,45.9308333,6.1063889,1521,M,5348,1,7,2020,http://en.wikipedia.org/wiki/Annecy_-_Haute-Savoie_-_Mont_Blanc_Airport,,,,
NDB,GQPP,MR-08,Nouadhibou,Nouadhibou International Airport,0,20.93309975,-17.03000069,24,M,7961,1,9,2375,http://en.wikipedia.org/wiki/Nouadhibou_International_Airport,,,,
NDG,ZYQQ,CN-23,Qiqihar,Qiqihar Sanjiazi Airport,0,47.23960114,123.9179993,477,M,2600,1,5,3590,http://en.wikipedia.org/wiki/Qiqihar_Airport,,,,
NDJ,FTTJ,TD-CB,N'Djamena,N'Djamena International Airport,0,12.13370037,15.0340004,968,M,9186,1,10,2375,http://en.wikipedia.org/wiki/N'Djamena_International_Airport,,,,
NDR,GMMW,MA-NAD,Nador,Nador International Airport,0,34.98880005,-3.028209925,574,M,9842,1,10,2291,http://en.wikipedia.org/wiki/Nador_International_Airport,,,,
NDU,FYRU,NA-KE,Rundu,Rundu Airport,0,-17.9564991,19.71940041,3627,M,11004,2,14,2229,http://ourairports.com/airports/FYRU/#lat=-17.956499099731445,lon=19.71940040588379,zoom=13,type=Satellite,airport=FYRU
NEC,SAZO,AR-B,Necochea,Necochea Airport,0,-38.4831,-58.8172,72,M,4921,3,11,2020,0,,,,
NER,UELL,RU-SA,Neryungri,Chulman Airport,0,56.91389847,124.9140015,2812,M,3600,1,5,6194,http://en.wikipedia.org/wiki/Chulman_Airport,,,,
NFG,USRN,RU-KHM,Nefteyugansk,Nefteyugansk Airport,0,61.10829926,72.65000153,115,M,2900,1,5,2806,http://en.wikipedia.org/wiki/Nefteyugansk_Airport,,,,
NGB,ZSNB,CN-33,Ningbo,Ningbo Lishe International Airport,0,29.82670021,121.461998,13,L,3200,1,5,18277,http://en.wikipedia.org/wiki/Ningbo_Lishe_International_Airport,,,,
NGE,FKKN,CM-AD,N'Gaound??r??,N'Gaound??r?? Airport,0,7.357009888,13.55920029,3655,M,8858,1,10,2166,http://en.wikipedia.org/wiki/N'Gaound%C3%A9r%C3%A9_Airport,,,,
NGO,RJGG,JP-23,Tokoname,Chubu Centrair International Airport,0,34.85839844,136.8049927,15,L,11483,1,14,16625,http://en.wikipedia.org/wiki/Ch%C5%ABbu_Centrair_International_Airport,,,,
NGS,RJFU,JP-42,Nagasaki,Nagasaki Airport,0,32.91690063,129.9140015,15,M,9840,2,14,2062,http://en.wikipedia.org/wiki/Nagasaki_Airport,,,,
NHV,NTMD,PF-U-A,,Nuku Hiva Airport,0,-8.795599937,-140.2290039,220,M,5578,1,7,2375,http://en.wikipedia.org/wiki/Nuku_Hiva_Airport,,,,
NIM,DRRN,NE-8,Niamey,Diori Hamani International Airport,0,13.48149967,2.183609962,732,M,9843,3,16,1791,http://en.wikipedia.org/wiki/Diori_Hamani_International_Airport,,,,
NJC,USNN,RU-KHM,Nizhnevartovsk,Nizhnevartovsk Airport,0,60.94929886,76.4835968,177,M,3200,1,5,3274,http://en.wikipedia.org/wiki/Nizhnevartovsk_Airport,,,,
NKM,RJNA,JP-23,Nagoya,Nagoya Airport,0,35.25500107,136.923996,52,M,8990,1,11,1895,http://en.wikipedia.org/wiki/Nagoya_Airfield,,,,
NKT,LTCV,TR-73,????rnak,????rnak ??erafettin El?ºi Airport,0,37.3647,42.0582,2038,M,9843,1,10,2291,https://en.wikipedia.org/wiki/%C5%9E%C4%B1rnak_Airport,,,,
NLA,FLND,ZM-08,Ndola,Simon Mwansa Kapwepwe International Airport,0,-12.99810028,28.66489983,4167,M,8250,2,12,1854,http://en.wikipedia.org/wiki/Ndola_Airport,,,,
NLD,MMNL,MX-TAM,Nuevo Laredo,Quetzalc??atl International Airport,0,27.44389915,-99.57050323,484,M,6562,1,8,1770,http://en.wikipedia.org/wiki/Quetzalc%C3%B3atl_International_Airport,,,,
NLI,UHNN,RU-KHA,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,0,53.15499878,140.6499939,170,M,3000,1,5,7172,0,,,,
NNG,ZGNN,CN-45,Nanning,Nanning Wuxu Airport,0,22.60829926,108.1719971,421,L,2700,1,5,24775,http://en.wikipedia.org/wiki/Nanning_Wuxu_International_Airport,,,,
NNM,ULAM,RU-NEN,Naryan Mar,Naryan Mar Airport,0,67.63999939,53.12189865,36,M,3100,1,5,9099,http://en.wikipedia.org/wiki/Naryan-Mar_Airport,,,,
NNY,ZHNY,CN-41,Nanyang,Nanyang Jiangying Airport,0,32.980801,112.614998,840,M,3000,1,5,6416,https://en.wikipedia.org/wiki/Nanyang_Jiangying_Airport,,,,
NOB,MRNS,CR-G,Nicoya,Nosara Airport,0,9.976490021,-85.65299988,33,M,3281,1,5,1750,http://en.wikipedia.org/wiki/Nosara_Airport,,,,
NOC,EIKN,IE-MO,Charleston,Ireland West Knock Airport,0,53.91030121,-8.818490028,665,M,7546,1,9,1750,http://en.wikipedia.org/wiki/Ireland_West_Airport_Knock,,,,
NOJ,USRO,RU-YAN,Noyabrsk,Noyabrsk Airport,0,63.18330002,75.26999664,446,M,3000,1,5,6231,http://en.wikipedia.org/wiki/Noyabrsk_Airport,,,,
NOS,FMNN,MG-D,Nosy Be,Fascene Airport,0,-13.31210041,48.31480026,36,M,7185,1,8,2125,http://en.wikipedia.org/wiki/Fascene_Airport,,,,
NOU,NWWW,NC-U-A,Noum??a,La Tontouta International Airport,0,-22.01460075,166.2129974,52,M,10663,1,12,1770,http://en.wikipedia.org/wiki/La_Tontouta_International_Airport,,,,
NOV,FNHU,AO-HUA,Huambo,Nova Lisboa Airport,0,-12.80889988,15.76049995,5587,M,8727,2,12,2125,http://en.wikipedia.org/wiki/Nova_Lisboa_Airport,,,,
NOZ,UNWW,RU-KEM,Novokuznetsk,Spichenkovo Airport,0,53.81140137,86.87719727,1024,M,2900,1,5,8913,0,,,,
NPE,NZNR,NZ-HKB,Napier,Hawke's Bay Airport,0,-39.465801,176.869995,6,M,5740,5,18,2375,http://en.wikipedia.org/wiki/Napier_Airport,,,,
NPL,NZNP,NZ-TKI,New Plymouth,New Plymouth Airport,0,-39.00859833,174.1790009,97,M,4298,3,12,1812,http://en.wikipedia.org/wiki/New_Plymouth_Airport,,,,
NQN,SAZN,AR-Q,Neuquen,Presidente Peron Airport,0,-38.94900131,-68.15570068,895,M,8432,1,9,1687,0,,,,
NQT,EGBN,GB-ENG,Nottingham,Nottingham Airport,0,52.91999817,-1.079169989,138,M,3445,2,8,2020,http://en.wikipedia.org/wiki/Nottingham_Airport,,,,
NQY,EGHQ,GB-ENG,Newquay,Newquay Cornwall Airport,0,50.44060135,-4.995409966,390,M,9006,1,11,2187,http://en.wikipedia.org/wiki/Newquay_Cornwall_Airport,,,,
